text,sentiment
amazing experience! bhai,positive
ye kya bakwaas hai 😭,negative
bhai tu hadd karta hai bro,negative
chillana band kar bhai,negative
hmm sahi 🤦,neutral
mast bro proud of you! bro,positive
acha theek yaar,neutral
bht gussa aa raha 😡,negative
bhai awesome kaam kiya! 😂,positive
ye kya bakwaas hai bhai,negative
bhai awesome kaam kiya! bhai,positive
chillana band kar 😭,negative
class kab start hogi? 🤦,neutral
class kab start hogi? bro,neutral
koi reply karega? 😡,neutral
bht gussa aa raha yaar,negative
mujhe notes bhejna bro,neutral
bhai awesome kaam kiya! 😂,positive
bhai awesome kaam kiya! bhai,positive
bahut bekaar scene tha,negative
chillana band kar 😭,negative
bhai tu hadd karta hai yaar,negative
tu kidhar hai? 😂,neutral
ye bilkul pasand nhi aaya,negative
faltu baatein mt kar,negative
mast bro proud of you! yaar,positive
tu kidhar hai? 😡,neutral
bhot badhiya! bro,positive
haan theek hai 😭,neutral
koi reply karega? 😭,neutral
koi reply karega? bro,neutral
superb explanation bhai! yaar,positive
fir dekhte hain 🤦,neutral
mast bro proud of you! 😂,positive
tu sabse best hai yaar 🤦,positive
bhot badhiya! 😂,positive
bhot badhiya! 🤦,positive
bhai awesome kaam kiya! bro,positive
mazaq mat udao 😭,negative
ok done,neutral
superb explanation bhai! yaar,positive
tu kidhar hai? bhai,neutral
acha theek bro,neutral
class kab start hogi? 😡,neutral
aaj mood bht accha hai 😊 😭,positive
class kab start hogi? bro,neutral
mujhe notes bhejna 😂,neutral
mazaq mat udao bhai,negative
haan theek hai 😭,neutral
acha theek yaar,neutral
bhai awesome kaam kiya! 😡,positive
hmm sahi 🤦,neutral
bhai tu hadd karta hai 🤦,negative
mujhe notes bhejna yaar,neutral
chillana band kar 😭,negative
class kab start hogi? 😭,neutral
thanks yaar! 😂,positive
bhai awesome kaam kiya! bhai,positive
mujhe notes bhejna 😂,neutral
mast bro proud of you! yaar,positive
mujhe notes bhejna 😂,neutral
chillana band kar bro,negative
acha theek 🤦,neutral
tu kidhar hai? bhai,neutral
mazaq mat udao,negative
love you guys ❤️ 😡,positive
ok done 😡,neutral
ok done 😭,neutral
kal milte hain bhai? 😡,neutral
mast bro proud of you! 😂,positive
chillana band kar yaar,negative
tu kidhar hai? 😂,neutral
fir dekhte hain 😂,neutral
faltu baatein mt kar 😂,negative
bahut bekaar scene tha bro,negative
mazaq mat udao,negative
fir dekhte hain bro,neutral
hmm sahi 😭,neutral
fir dekhte hain 🤦,neutral
love you guys ❤️ bro,positive
ok done 🤦,neutral
ye kya bakwaas hai bro,negative
thanks yaar! 😭,positive
ye kya bakwaas hai 🤦,negative
mazaq mat udao,negative
bhai tu hadd karta hai,negative
ye bilkul pasand nhi aaya,negative
ye bilkul pasand nhi aaya yaar,negative
superb explanation bhai! 😡,positive
bhot badhiya! 😡,positive
amazing experience! 😭,positive
superb explanation bhai! yaar,positive
love you guys ❤️ 😂,positive
tu kidhar hai? 🤦,neutral
ye kya bakwaas hai bro,negative
ok done 😡,neutral
tu kidhar hai? 😡,neutral
koi reply karega? 🤦,neutral
ye bilkul pasand nhi aaya bhai,negative
acha theek bhai,neutral
mast bro proud of you!,positive
bhot badhiya! 🤦,positive
mast bro proud of you! 😡,positive
ok done 😂,neutral
kal milte hain bhai? yaar,neutral
mast bro proud of you! 😡,positive
ye kya bakwaas hai yaar,negative
mazaq mat udao 😡,negative
class kab start hogi? bro,neutral
bht gussa aa raha yaar,negative
fir dekhte hain 😡,neutral
ok done 😭,neutral
fir dekhte hain 😡,neutral
ye bilkul pasand nhi aaya,negative
ye kya bakwaas hai bhai,negative
mujhe notes bhejna 😡,neutral
bhai awesome kaam kiya! bro,positive
bhai awesome kaam kiya! bro,positive
thanks yaar! bro,positive
superb explanation bhai! bro,positive
bht gussa aa raha bro,negative
amazing experience! 😂,positive
bhai tu hadd karta hai bro,negative
thanks yaar! 😡,positive
thanks yaar! bhai,positive
acha theek yaar,neutral
acha theek 🤦,neutral
love you guys ❤️ 😡,positive
koi reply karega?,neutral
bhot badhiya! 😂,positive
amazing experience! 😡,positive
kal milte hain bhai? yaar,neutral
bhai awesome kaam kiya! bhai,positive
hmm sahi 😡,neutral
tu sabse best hai yaar bhai,positive
bhai tu hadd karta hai 😡,negative
class kab start hogi? bhai,neutral
aaj mood bht accha hai 😊 😡,positive
bhai tu hadd karta hai 😂,negative
mujhe notes bhejna bro,neutral
ye bilkul pasand nhi aaya,negative
love you guys ❤️,positive
amazing experience! 😡,positive
hmm sahi bro,neutral
tu kidhar hai? bro,neutral
class kab start hogi? bro,neutral
koi reply karega? bro,neutral
ok done 😭,neutral
bhai awesome kaam kiya! 🤦,positive
ye kya bakwaas hai 😂,negative
thanks yaar! 😭,positive
ye bilkul pasand nhi aaya bhai,negative
hmm sahi bro,neutral
hmm sahi,neutral
class kab start hogi? bhai,neutral
fir dekhte hain 😂,neutral
bahut bekaar scene tha 😭,negative
superb explanation bhai! 😡,positive
amazing experience! bhai,positive
thanks yaar! bhai,positive
chillana band kar 😂,negative
ye kya bakwaas hai 😂,negative
bahut bekaar scene tha 😂,negative
fir dekhte hain 😭,neutral
bhot badhiya!,positive
thanks yaar! 🤦,positive
thanks yaar! 🤦,positive
mujhe notes bhejna yaar,neutral
class kab start hogi? 🤦,neutral
kal milte hain bhai? bhai,neutral
bht gussa aa raha 😭,negative
mujhe notes bhejna bhai,neutral
superb explanation bhai! 🤦,positive
bhai awesome kaam kiya! bhai,positive
mast bro proud of you! bhai,positive
ye kya bakwaas hai 😡,negative
bhot irritating ho yaar 😡,negative
aaj mood bht accha hai 😊,positive
hmm sahi bhai,neutral
love you guys ❤️ 🤦,positive
bht gussa aa raha 😡,negative
bahut bekaar scene tha yaar,negative
class kab start hogi? 😂,neutral
tu kidhar hai? 😡,neutral
mast bro proud of you! 🤦,positive
bhot badhiya!,positive
kal milte hain bhai? bro,neutral
acha theek 😭,neutral
ye bilkul pasand nhi aaya 😡,negative
thanks yaar!,positive
mujhe notes bhejna 😂,neutral
aaj mood bht accha hai 😊,positive
mast bro proud of you! 😂,positive
koi reply karega? 😂,neutral
chillana band kar 🤦,negative
mast bro proud of you! 😭,positive
ok done 🤦,neutral
koi reply karega? bhai,neutral
mast bro proud of you! 🤦,positive
kal milte hain bhai? bhai,neutral
koi reply karega? bhai,neutral
amazing experience! 😡,positive
mazaq mat udao bhai,negative
superb explanation bhai! 😡,positive
aaj mood bht accha hai 😊 bhai,positive
ok done bro,neutral
koi reply karega? 😭,neutral
thanks yaar! 🤦,positive
mujhe notes bhejna bhai,neutral
love you guys ❤️,positive
kal milte hain bhai? bhai,neutral
ye kya bakwaas hai 😡,negative
bahut bekaar scene tha bro,negative
superb explanation bhai! 😡,positive
bhai awesome kaam kiya!,positive
thanks yaar! 😂,positive
kal milte hain bhai? 🤦,neutral
hmm sahi,neutral
mazaq mat udao bro,negative
mazaq mat udao 🤦,negative
bhot badhiya! 😭,positive
bhot irritating ho yaar 😭,negative
fir dekhte hain 😭,neutral
acha theek 😡,neutral
ok done bhai,neutral
thanks yaar! bro,positive
aaj mood bht accha hai 😊 😭,positive
bht gussa aa raha,negative
ye bilkul pasand nhi aaya yaar,negative
mast bro proud of you! bro,positive
mazaq mat udao 😂,negative
bhai awesome kaam kiya! bhai,positive
aaj mood bht accha hai 😊,positive
bhai awesome kaam kiya! bro,positive
thanks yaar!,positive
bhai awesome kaam kiya! bro,positive
tu kidhar hai? 😂,neutral
bht gussa aa raha 😂,negative
kal milte hain bhai? bro,neutral
faltu baatein mt kar yaar,negative
acha theek 🤦,neutral
class kab start hogi? 😂,neutral
koi reply karega? 😂,neutral
haan theek hai bhai,neutral
bhot irritating ho yaar 😭,negative
class kab start hogi? 😡,neutral
acha theek bro,neutral
kal milte hain bhai? yaar,neutral
bhai tu hadd karta hai yaar,negative
bhai tu hadd karta hai 😂,negative
love you guys ❤️ bro,positive
tu kidhar hai? yaar,neutral
koi reply karega?,neutral
mast bro proud of you!,positive
bhai awesome kaam kiya! bro,positive
mast bro proud of you! bro,positive
haan theek hai yaar,neutral
faltu baatein mt kar 😂,negative
superb explanation bhai! 😂,positive
superb explanation bhai! bro,positive
bhai tu hadd karta hai 🤦,negative
ye kya bakwaas hai yaar,negative
koi reply karega? 🤦,neutral
mazaq mat udao,negative
acha theek 😂,neutral
amazing experience! bhai,positive
kal milte hain bhai? bro,neutral
chillana band kar 😡,negative
love you guys ❤️ bhai,positive
amazing experience! 😂,positive
bhai awesome kaam kiya! bro,positive
ye bilkul pasand nhi aaya 😂,negative
chillana band kar bro,negative
amazing experience! bro,positive
ok done 🤦,neutral
tu sabse best hai yaar,positive
aaj mood bht accha hai 😊 😡,positive
ye bilkul pasand nhi aaya bro,negative
faltu baatein mt kar bhai,negative
superb explanation bhai! yaar,positive
bhot irritating ho yaar,negative
aaj mood bht accha hai 😊 😭,positive
class kab start hogi? 🤦,neutral
aaj mood bht accha hai 😊 yaar,positive
haan theek hai 😡,neutral
ok done bhai,neutral
haan theek hai yaar,neutral
bhot irritating ho yaar yaar,negative
bhai tu hadd karta hai,negative
mast bro proud of you! 🤦,positive
kal milte hain bhai? 😡,neutral
hmm sahi,neutral
class kab start hogi? 🤦,neutral
tu sabse best hai yaar,positive
class kab start hogi? 😂,neutral
class kab start hogi? 😂,neutral
ye kya bakwaas hai,negative
mast bro proud of you! 🤦,positive
bhai awesome kaam kiya! 🤦,positive
mast bro proud of you! 😡,positive
mazaq mat udao,negative
tu kidhar hai? bhai,neutral
class kab start hogi? 🤦,neutral
amazing experience!,positive
ye kya bakwaas hai bhai,negative
mazaq mat udao 😡,negative
amazing experience! bhai,positive
aaj mood bht accha hai 😊 bhai,positive
thanks yaar! 😡,positive
faltu baatein mt kar bro,negative
hmm sahi 🤦,neutral
faltu baatein mt kar bro,negative
mazaq mat udao yaar,negative
bhai tu hadd karta hai 😡,negative
bhai tu hadd karta hai 🤦,negative
hmm sahi yaar,neutral
chillana band kar bhai,negative
bhot irritating ho yaar 🤦,negative
fir dekhte hain 😂,neutral
haan theek hai 😂,neutral
hmm sahi yaar,neutral
thanks yaar! 😡,positive
love you guys ❤️,positive
aaj mood bht accha hai 😊 yaar,positive
mujhe notes bhejna,neutral
ye bilkul pasand nhi aaya,negative
thanks yaar! 🤦,positive
chillana band kar bro,negative
ok done 😭,neutral
tu kidhar hai? 😭,neutral
tu sabse best hai yaar 😡,positive
bhai awesome kaam kiya! bhai,positive
bhai tu hadd karta hai 🤦,negative
superb explanation bhai! yaar,positive
bhai tu hadd karta hai 😭,negative
ye kya bakwaas hai bhai,negative
mazaq mat udao 😡,negative
bahut bekaar scene tha 🤦,negative
tu sabse best hai yaar bhai,positive
bahut bekaar scene tha 😂,negative
ok done 😭,neutral
amazing experience! 🤦,positive
tu kidhar hai? bro,neutral
bhot badhiya! yaar,positive
bhai awesome kaam kiya! 😡,positive
bhai awesome kaam kiya! bro,positive
faltu baatein mt kar,negative
aaj mood bht accha hai 😊 😭,positive
aaj mood bht accha hai 😊 😂,positive
class kab start hogi? 😂,neutral
mujhe notes bhejna 😂,neutral
tu sabse best hai yaar 😂,positive
mujhe notes bhejna 😡,neutral
fir dekhte hain,neutral
class kab start hogi? 🤦,neutral
superb explanation bhai! yaar,positive
ok done yaar,neutral
class kab start hogi? 😭,neutral
bahut bekaar scene tha bro,negative
bhai awesome kaam kiya!,positive
love you guys ❤️ bro,positive
ye bilkul pasand nhi aaya 😭,negative
fir dekhte hain bhai,neutral
fir dekhte hain 😂,neutral
bhot irritating ho yaar yaar,negative
superb explanation bhai! 🤦,positive
faltu baatein mt kar,negative
fir dekhte hain bro,neutral
ok done,neutral
kal milte hain bhai?,neutral
fir dekhte hain,neutral
love you guys ❤️ 🤦,positive
bhot irritating ho yaar 😭,negative
haan theek hai,neutral
mujhe notes bhejna bhai,neutral
chillana band kar yaar,negative
bhot badhiya! bhai,positive
mazaq mat udao 🤦,negative
chillana band kar 😭,negative
bht gussa aa raha bhai,negative
superb explanation bhai! 😂,positive
ye kya bakwaas hai 😭,negative
chillana band kar bro,negative
koi reply karega?,neutral
kal milte hain bhai? yaar,neutral
kal milte hain bhai? 🤦,neutral
love you guys ❤️ bro,positive
thanks yaar! bro,positive
koi reply karega? 😡,neutral
bhot irritating ho yaar yaar,negative
mast bro proud of you! 😡,positive
haan theek hai 😂,neutral
aaj mood bht accha hai 😊 bhai,positive
bhot badhiya! 😭,positive
bhot irritating ho yaar 😡,negative
hmm sahi yaar,neutral
haan theek hai 😭,neutral
bhai awesome kaam kiya!,positive
mazaq mat udao bhai,negative
ye bilkul pasand nhi aaya yaar,negative
thanks yaar! 🤦,positive
haan theek hai 😡,neutral
acha theek bhai,neutral
bht gussa aa raha 😭,negative
bhai awesome kaam kiya! bhai,positive
ye bilkul pasand nhi aaya 😭,negative
fir dekhte hain 😡,neutral
bht gussa aa raha 😂,negative
bhai tu hadd karta hai 😂,negative
class kab start hogi? yaar,neutral
bhai tu hadd karta hai bhai,negative
kal milte hain bhai?,neutral
ok done,neutral
koi reply karega? 😂,neutral
mujhe notes bhejna 😡,neutral
ok done bhai,neutral
kal milte hain bhai? bhai,neutral
ye bilkul pasand nhi aaya yaar,negative
acha theek bhai,neutral
haan theek hai 😭,neutral
ok done yaar,neutral
class kab start hogi? yaar,neutral
mujhe notes bhejna 😭,neutral
class kab start hogi? 😡,neutral
bhot badhiya! 😡,positive
bhot badhiya! yaar,positive
bhai awesome kaam kiya! 🤦,positive
bhai awesome kaam kiya! yaar,positive
bhai awesome kaam kiya! 😂,positive
acha theek bro,neutral
tu sabse best hai yaar yaar,positive
hmm sahi 😡,neutral
haan theek hai 🤦,neutral
bhai awesome kaam kiya! 😡,positive
kal milte hain bhai?,neutral
thanks yaar!,positive
thanks yaar! bhai,positive
haan theek hai bro,neutral
ok done 😭,neutral
kal milte hain bhai? 😭,neutral
tu kidhar hai? bhai,neutral
kal milte hain bhai? 😡,neutral
acha theek yaar,neutral
love you guys ❤️ 😡,positive
faltu baatein mt kar 😡,negative
tu kidhar hai? bhai,neutral
love you guys ❤️ yaar,positive
fir dekhte hain 😂,neutral
faltu baatein mt kar 🤦,negative
superb explanation bhai! bhai,positive
haan theek hai yaar,neutral
superb explanation bhai! bhai,positive
love you guys ❤️ 😭,positive
fir dekhte hain,neutral
class kab start hogi? yaar,neutral
bahut bekaar scene tha,negative
ok done 😂,neutral
ye kya bakwaas hai 😭,negative
ok done 😂,neutral
bahut bekaar scene tha bhai,negative
fir dekhte hain bhai,neutral
haan theek hai yaar,neutral
ye kya bakwaas hai 😡,negative
chillana band kar 😭,negative
koi reply karega? bro,neutral
fir dekhte hain yaar,neutral
koi reply karega?,neutral
tu kidhar hai? bro,neutral
tu sabse best hai yaar bhai,positive
amazing experience! bhai,positive
tu kidhar hai? 🤦,neutral
bhai awesome kaam kiya! bhai,positive
aaj mood bht accha hai 😊 bro,positive
love you guys ❤️ 🤦,positive
bhai awesome kaam kiya! 😡,positive
bahut bekaar scene tha 😂,negative
ye kya bakwaas hai bhai,negative
chillana band kar 😡,negative
bhot irritating ho yaar 😡,negative
bahut bekaar scene tha bro,negative
mujhe notes bhejna 😂,neutral
acha theek bro,neutral
mujhe notes bhejna bro,neutral
ye bilkul pasand nhi aaya 😭,negative
bhai awesome kaam kiya! bro,positive
tu sabse best hai yaar yaar,positive
mujhe notes bhejna 😂,neutral
mazaq mat udao bro,negative
bhai tu hadd karta hai 😂,negative
tu kidhar hai? 😭,neutral
thanks yaar! bhai,positive
chillana band kar yaar,negative
haan theek hai 😭,neutral
class kab start hogi? bhai,neutral
haan theek hai 😡,neutral
ye kya bakwaas hai 😭,negative
kal milte hain bhai?,neutral
bhai tu hadd karta hai yaar,negative
love you guys ❤️ 😂,positive
bhai tu hadd karta hai 😭,negative
bhot irritating ho yaar 😭,negative
bhai awesome kaam kiya! bro,positive
bhot badhiya! 😡,positive
ye bilkul pasand nhi aaya yaar,negative
acha theek,neutral
bahut bekaar scene tha,negative
koi reply karega? 😡,neutral
bhai awesome kaam kiya! bhai,positive
tu kidhar hai? yaar,neutral
tu kidhar hai? 😡,neutral
koi reply karega? bro,neutral
ye kya bakwaas hai 🤦,negative
mujhe notes bhejna 😡,neutral
koi reply karega? 😡,neutral
ye bilkul pasand nhi aaya 😭,negative
kal milte hain bhai? 🤦,neutral
bahut bekaar scene tha 😂,negative
superb explanation bhai! 😂,positive
acha theek yaar,neutral
acha theek,neutral
koi reply karega? bhai,neutral
tu sabse best hai yaar bro,positive
koi reply karega? yaar,neutral
hmm sahi 🤦,neutral
ye kya bakwaas hai 🤦,negative
ye kya bakwaas hai,negative
class kab start hogi? bhai,neutral
fir dekhte hain 😭,neutral
mast bro proud of you!,positive
fir dekhte hain 😭,neutral
ok done bro,neutral
aaj mood bht accha hai 😊 🤦,positive
class kab start hogi? 😂,neutral
ok done bro,neutral
koi reply karega? 😂,neutral
mujhe notes bhejna yaar,neutral
mast bro proud of you! bro,positive
faltu baatein mt kar,negative
superb explanation bhai! 🤦,positive
bahut bekaar scene tha,negative
amazing experience! 😭,positive
tu sabse best hai yaar 😡,positive
bhai awesome kaam kiya!,positive
bhot badhiya! bhai,positive
bht gussa aa raha 😡,negative
ok done 😂,neutral
mujhe notes bhejna,neutral
tu kidhar hai? bro,neutral
superb explanation bhai! 😂,positive
fir dekhte hain 😡,neutral
bhot badhiya! bro,positive
ye kya bakwaas hai bro,negative
mazaq mat udao 😂,negative
aaj mood bht accha hai 😊 bhai,positive
chillana band kar,negative
mujhe notes bhejna 😭,neutral
tu kidhar hai? 😡,neutral
class kab start hogi? 😭,neutral
ye kya bakwaas hai yaar,negative
bhot irritating ho yaar 😂,negative
aaj mood bht accha hai 😊 bro,positive
bhai awesome kaam kiya! bro,positive
tu sabse best hai yaar bro,positive
acha theek 😡,neutral
mazaq mat udao 😡,negative
ye bilkul pasand nhi aaya,negative
bhot badhiya! bhai,positive
tu kidhar hai? yaar,neutral
tu kidhar hai?,neutral
mazaq mat udao 😭,negative
amazing experience! 😭,positive
acha theek,neutral
ye kya bakwaas hai 😡,negative
koi reply karega? bhai,neutral
bhai awesome kaam kiya! 😂,positive
hmm sahi bro,neutral
kal milte hain bhai? 😭,neutral
aaj mood bht accha hai 😊 😡,positive
hmm sahi bro,neutral
faltu baatein mt kar,negative
acha theek bro,neutral
mazaq mat udao bhai,negative
tu kidhar hai? bro,neutral
kal milte hain bhai? bro,neutral
love you guys ❤️ bhai,positive
ye kya bakwaas hai 😂,negative
kal milte hain bhai?,neutral
thanks yaar!,positive
mazaq mat udao 😡,negative
hmm sahi 😂,neutral
bhot irritating ho yaar 😡,negative
bahut bekaar scene tha 😡,negative
class kab start hogi?,neutral
kal milte hain bhai? 🤦,neutral
bahut bekaar scene tha,negative
class kab start hogi? bhai,neutral
bht gussa aa raha,negative
bhai tu hadd karta hai 😭,negative
thanks yaar! 🤦,positive
mujhe notes bhejna 😂,neutral
mast bro proud of you! 😂,positive
mujhe notes bhejna bhai,neutral
mast bro proud of you! 😂,positive
ok done 😭,neutral
kal milte hain bhai? yaar,neutral
mast bro proud of you! yaar,positive
hmm sahi 😭,neutral
fir dekhte hain 🤦,neutral
bht gussa aa raha yaar,negative
acha theek bhai,neutral
hmm sahi bro,neutral
chillana band kar 😡,negative
ye kya bakwaas hai 🤦,negative
class kab start hogi? bro,neutral
mujhe notes bhejna bhai,neutral
thanks yaar! 😂,positive
bhot irritating ho yaar 😡,negative
tu kidhar hai?,neutral
tu sabse best hai yaar 😭,positive
bhot badhiya! bro,positive
acha theek,neutral
faltu baatein mt kar 😭,negative
mast bro proud of you! 😡,positive
aaj mood bht accha hai 😊 bro,positive
hmm sahi 😂,neutral
haan theek hai,neutral
faltu baatein mt kar 😡,negative
tu kidhar hai? 😡,neutral
class kab start hogi? bro,neutral
superb explanation bhai! 🤦,positive
ok done 😂,neutral
koi reply karega?,neutral
tu sabse best hai yaar 🤦,positive
mujhe notes bhejna 😡,neutral
love you guys ❤️ 😂,positive
tu sabse best hai yaar 🤦,positive
bhai awesome kaam kiya! bhai,positive
ok done 😡,neutral
thanks yaar! bhai,positive
hmm sahi bhai,neutral
fir dekhte hain bro,neutral
koi reply karega? bhai,neutral
bht gussa aa raha 😡,negative
mujhe notes bhejna 🤦,neutral
bhai tu hadd karta hai 😭,negative
haan theek hai 😡,neutral
superb explanation bhai! 🤦,positive
hmm sahi bro,neutral
amazing experience! 😂,positive
tu sabse best hai yaar 😡,positive
faltu baatein mt kar 😡,negative
kal milte hain bhai? bhai,neutral
mast bro proud of you! bro,positive
ye bilkul pasand nhi aaya 🤦,negative
faltu baatein mt kar,negative
ye kya bakwaas hai 😡,negative
mazaq mat udao yaar,negative
chillana band kar 😭,negative
bhot irritating ho yaar yaar,negative
acha theek bro,neutral
kal milte hain bhai? 🤦,neutral
love you guys ❤️ 😂,positive
mujhe notes bhejna 😭,neutral
superb explanation bhai! 🤦,positive
superb explanation bhai! bro,positive
bhot irritating ho yaar bhai,negative
kal milte hain bhai? bhai,neutral
bht gussa aa raha 😭,negative
aaj mood bht accha hai 😊 yaar,positive
chillana band kar bro,negative
mujhe notes bhejna bhai,neutral
haan theek hai 😡,neutral
acha theek,neutral
kal milte hain bhai? 😂,neutral
bhai tu hadd karta hai,negative
mujhe notes bhejna 😂,neutral
chillana band kar bro,negative
bhai tu hadd karta hai bhai,negative
acha theek yaar,neutral
ye bilkul pasand nhi aaya 😭,negative
acha theek 🤦,neutral
class kab start hogi?,neutral
aaj mood bht accha hai 😊 😭,positive
ok done bhai,neutral
superb explanation bhai!,positive
hmm sahi 🤦,neutral
koi reply karega?,neutral
amazing experience!,positive
amazing experience! 😡,positive
ye kya bakwaas hai 😭,negative
bhot irritating ho yaar 😂,negative
kal milte hain bhai? 😡,neutral
bhai awesome kaam kiya! 😭,positive
class kab start hogi? yaar,neutral
ye kya bakwaas hai,negative
ye kya bakwaas hai bhai,negative
bhai awesome kaam kiya! 🤦,positive
faltu baatein mt kar bhai,negative
bhot irritating ho yaar 😡,negative
bht gussa aa raha 🤦,negative
bhai awesome kaam kiya! bhai,positive
koi reply karega? 😡,neutral
haan theek hai bro,neutral
koi reply karega? 😂,neutral
bhai tu hadd karta hai 😂,negative
love you guys ❤️,positive
mazaq mat udao 😭,negative
class kab start hogi? 😭,neutral
ye kya bakwaas hai 😡,negative
ye kya bakwaas hai bro,negative
chillana band kar yaar,negative
hmm sahi bhai,neutral
faltu baatein mt kar 😡,negative
ye bilkul pasand nhi aaya 🤦,negative
chillana band kar 🤦,negative
superb explanation bhai! bro,positive
ok done bhai,neutral
bht gussa aa raha bhai,negative
acha theek 😡,neutral
bhot badhiya! yaar,positive
bahut bekaar scene tha 😭,negative
bhot irritating ho yaar 🤦,negative
tu sabse best hai yaar yaar,positive
chillana band kar 😂,negative
ye bilkul pasand nhi aaya bhai,negative
thanks yaar! bhai,positive
class kab start hogi? yaar,neutral
bht gussa aa raha,negative
superb explanation bhai! yaar,positive
tu kidhar hai? bhai,neutral
faltu baatein mt kar bhai,negative
bahut bekaar scene tha bro,negative
kal milte hain bhai? 😂,neutral
bhot irritating ho yaar bro,negative
tu kidhar hai? bhai,neutral
fir dekhte hain bhai,neutral
mazaq mat udao,negative
aaj mood bht accha hai 😊 bhai,positive
mast bro proud of you!,positive
superb explanation bhai! yaar,positive
aaj mood bht accha hai 😊 bhai,positive
mujhe notes bhejna,neutral
ok done 😭,neutral
amazing experience! 😭,positive
ye bilkul pasand nhi aaya 😡,negative
koi reply karega? 😂,neutral
bhot badhiya! bhai,positive
bhai tu hadd karta hai 😂,negative
thanks yaar! bro,positive
love you guys ❤️ yaar,positive
fir dekhte hain 😡,neutral
mazaq mat udao 🤦,negative
amazing experience! 😂,positive
class kab start hogi? bro,neutral
mujhe notes bhejna,neutral
superb explanation bhai! bhai,positive
ye kya bakwaas hai bro,negative
haan theek hai bro,neutral
tu kidhar hai? bhai,neutral
mazaq mat udao,negative
faltu baatein mt kar 🤦,negative
ok done 😡,neutral
class kab start hogi? 🤦,neutral
mujhe notes bhejna 😂,neutral
chillana band kar 😂,negative
mazaq mat udao yaar,negative
bhot irritating ho yaar 😡,negative
bht gussa aa raha yaar,negative
tu kidhar hai? yaar,neutral
thanks yaar! 😂,positive
tu kidhar hai?,neutral
thanks yaar! 😭,positive
class kab start hogi? yaar,neutral
chillana band kar 😭,negative
mast bro proud of you! 😡,positive
kal milte hain bhai?,neutral
ye kya bakwaas hai 😭,negative
mujhe notes bhejna bhai,neutral
haan theek hai yaar,neutral
amazing experience!,positive
haan theek hai 😂,neutral
bhot irritating ho yaar bhai,negative
hmm sahi bhai,neutral
class kab start hogi?,neutral
kal milte hain bhai? bro,neutral
chillana band kar yaar,negative
haan theek hai,neutral
haan theek hai 😭,neutral
bhot irritating ho yaar 😭,negative
chillana band kar bro,negative
mast bro proud of you! 😡,positive
bhot badhiya! bhai,positive
ye kya bakwaas hai,negative
class kab start hogi? 😡,neutral
bht gussa aa raha yaar,negative
thanks yaar! 😂,positive
mazaq mat udao 😡,negative
ok done bhai,neutral
hmm sahi,neutral
bahut bekaar scene tha yaar,negative
mujhe notes bhejna,neutral
class kab start hogi? 🤦,neutral
bhai tu hadd karta hai,negative
ok done,neutral
mast bro proud of you! bro,positive
kal milte hain bhai? yaar,neutral
koi reply karega? bhai,neutral
ye kya bakwaas hai 😭,negative
mazaq mat udao bhai,negative
tu kidhar hai? bhai,neutral
bhai awesome kaam kiya! yaar,positive
kal milte hain bhai? 😭,neutral
ok done 😂,neutral
thanks yaar! 😂,positive
bhai awesome kaam kiya! bhai,positive
ye bilkul pasand nhi aaya yaar,negative
mazaq mat udao bhai,negative
bhot irritating ho yaar bro,negative
mujhe notes bhejna 😂,neutral
love you guys ❤️ yaar,positive
koi reply karega? yaar,neutral
class kab start hogi? 🤦,neutral
aaj mood bht accha hai 😊 bhai,positive
amazing experience! bhai,positive
kal milte hain bhai? 😡,neutral
acha theek bro,neutral
hmm sahi,neutral
love you guys ❤️ 🤦,positive
fir dekhte hain 😭,neutral
mujhe notes bhejna yaar,neutral
ye bilkul pasand nhi aaya 😂,negative
ye kya bakwaas hai bro,negative
ye kya bakwaas hai 😡,negative
bahut bekaar scene tha bro,negative
class kab start hogi? 🤦,neutral
haan theek hai,neutral
bahut bekaar scene tha bro,negative
bahut bekaar scene tha,negative
class kab start hogi? yaar,neutral
tu kidhar hai? 😡,neutral
thanks yaar! 😭,positive
faltu baatein mt kar yaar,negative
chillana band kar 😭,negative
thanks yaar! 😡,positive
bhot badhiya! 😂,positive
bhot badhiya! bhai,positive
tu kidhar hai? yaar,neutral
amazing experience! yaar,positive
bhot irritating ho yaar bhai,negative
love you guys ❤️ bro,positive
tu kidhar hai? 😡,neutral
ye kya bakwaas hai bhai,negative
kal milte hain bhai?,neutral
chillana band kar bro,negative
koi reply karega? yaar,neutral
chillana band kar 😡,negative
bhot badhiya!,positive
ye kya bakwaas hai 😭,negative
ye bilkul pasand nhi aaya 😂,negative
acha theek yaar,neutral
bahut bekaar scene tha,negative
kal milte hain bhai? bhai,neutral
tu kidhar hai? 😂,neutral
koi reply karega? 😂,neutral
bahut bekaar scene tha 😭,negative
mast bro proud of you! bro,positive
koi reply karega? yaar,neutral
love you guys ❤️ bro,positive
tu kidhar hai? bro,neutral
ok done yaar,neutral
bhai awesome kaam kiya! 🤦,positive
mazaq mat udao 😡,negative
mujhe notes bhejna 😡,neutral
thanks yaar! 😭,positive
hmm sahi bro,neutral
bhai awesome kaam kiya! bhai,positive
fir dekhte hain 😭,neutral
bhai awesome kaam kiya! 😭,positive
class kab start hogi? 😂,neutral
bhai awesome kaam kiya! yaar,positive
haan theek hai 🤦,neutral
